date,close_price,pct_change
2022-02-03,1.82,-0.05699481865284972
2022-02-02,1.78,-0.02197802197802201
2022-02-01,1.81,0.016853932584269593
2022-01-31,1.79,-0.011049723756906049
2022-01-28,1.78,-0.005586592178770999
2022-01-27,1.81,0.016853932584269593
2022-01-26,1.85,0.022099447513812098
2022-01-25,1.78,-0.037837837837837895
2022-01-24,1.75,-0.016853932584269704
2022-01-21,1.75,0.0
2022-01-20,1.83,0.04571428571428582
2022-01-19,1.83,0.0
2022-01-18,1.87,0.021857923497267784
2022-01-14,1.78,-0.048128342245989386
2022-01-13,1.7,-0.0449438202247191
2022-01-12,1.74,0.0235294117647058
2022-01-11,1.75,0.005747126436781658
2022-01-10,1.78,0.017142857142857126
2022-01-07,1.76,-0.011235955056179803
2022-01-06,1.73,-0.017045454545454586
2022-01-05,1.71,-0.011560693641618491
2022-01-04,1.66,-0.0292397660818714
2022-01-03,1.63,-0.01807228915662651
2021-12-31,1.52,-0.06748466257668706
2021-12-30,1.52,0.0
2021-12-29,1.55,0.019736842105263275
2021-12-28,1.49,-0.03870967741935483
2021-12-27,1.48,-0.006711409395973145
2021-12-23,1.5,0.013513513513513598
2021-12-22,1.46,-0.026666666666666727
2021-12-21,1.48,0.013698630136986356
2021-12-20,1.43,-0.03378378378378377
2021-12-17,1.41,-0.013986013986013957
2021-12-16,1.44,0.02127659574468077
2021-12-15,1.47,0.02083333333333326
2021-12-14,1.44,-0.020408163265306145
2021-12-13,1.42,-0.01388888888888895
2021-12-10,1.48,0.04225352112676051
2021-12-09,1.49,0.006756756756756799
2021-12-08,1.52,0.020134228187919545
2021-12-07,1.48,-0.02631578947368418
2021-12-06,1.43,-0.03378378378378377
2021-12-03,1.35,-0.055944055944055826
2021-12-02,1.44,0.06666666666666665
2021-12-01,1.43,-0.00694444444444442
2021-11-30,1.43,0.0
2021-11-29,1.52,0.06293706293706292
2021-11-26,1.48,-0.02631578947368418
2021-11-24,1.64,0.10810810810810811
2021-11-23,1.67,0.018292682926829285
2021-11-22,1.63,-0.02395209580838331
2021-11-19,1.54,-0.05521472392638027
2021-11-18,1.59,0.032467532467532534
2021-11-17,1.6,0.0062893081761006275
2021-11-16,1.63,0.018749999999999822
2021-11-15,1.63,0.0
2021-11-12,1.58,-0.030674846625766805
2021-11-10,1.56,-0.012658227848101222
2021-11-09,1.46,-0.06410256410256421
2021-11-08,1.51,0.03424657534246589
2021-11-05,1.45,-0.039735099337748325
2021-11-04,1.53,0.05517241379310356
2021-11-03,1.6,0.045751633986928164
2021-11-02,1.56,-0.025000000000000022
2021-11-01,1.58,0.012820512820512775
2021-10-29,1.55,-0.01898734177215189
2021-10-28,1.57,0.012903225806451646
2021-10-27,1.54,-0.019108280254777066
2021-10-26,1.63,0.058441558441558294
2021-10-25,1.64,0.006134969325153339
2021-10-22,1.66,0.012195121951219523
2021-10-21,1.68,0.012048192771084265
2021-10-20,1.65,-0.017857142857142905
2021-10-19,1.65,0.0
2021-10-18,1.59,-0.036363636363636265
2021-10-15,1.59,0.0
2021-10-14,1.52,-0.04402515723270439
2021-10-13,1.56,0.026315789473684292
2021-10-12,1.59,0.019230769230769162
2021-10-08,1.61,0.012578616352201255
2021-10-07,1.58,-0.018633540372670843
2021-10-06,1.53,-0.03164556962025322
2021-10-05,1.54,0.006535947712418277
2021-10-04,1.49,-0.032467532467532534
2021-10-01,1.48,-0.006711409395973145
2021-09-30,1.52,0.027027027027026973
2021-09-29,1.55,0.019736842105263275
2021-09-28,1.54,-0.006451612903225823
2021-09-27,1.48,-0.038961038961038974
2021-09-24,1.47,-0.006756756756756799
2021-09-23,1.41,-0.04081632653061229
2021-09-22,1.32,-0.06382978723404242
2021-09-21,1.33,0.007575757575757569
2021-09-20,1.31,-0.015037593984962405
2021-09-17,1.37,0.04580152671755733
2021-09-16,1.34,-0.021897810218978075
2021-09-15,1.31,-0.022388059701492602
2021-09-14,1.28,-0.022900763358778664
2021-09-13,1.33,0.0390625
2021-09-10,1.35,0.015037593984962516
2021-09-09,1.3,-0.03703703703703709
2021-09-08,1.35,0.03846153846153855
2021-09-07,1.38,0.022222222222222143
2021-09-03,1.33,-0.03623188405797084
2021-09-02,1.29,-0.03007518796992481
2021-09-01,1.31,0.015503875968992276
2021-08-31,1.3,-0.007633587786259555
2021-08-30,1.29,-0.007692307692307665
2021-08-27,1.31,0.015503875968992276
2021-08-26,1.34,0.022900763358778553
2021-08-25,1.35,0.00746268656716409
2021-08-24,1.29,-0.04444444444444451
2021-08-23,1.25,-0.03100775193798455
2021-08-20,1.26,0.008000000000000007
2021-08-19,1.24,-0.015873015873015928
2021-08-18,1.27,0.024193548387096753
2021-08-17,1.26,-0.007874015748031482
2021-08-16,1.26,0.0
2021-08-13,1.29,0.023809523809523725
2021-08-12,1.36,0.054263565891472965
2021-08-11,1.35,-0.007352941176470562
2021-08-10,1.36,0.007407407407407307
2021-08-09,1.33,-0.022058823529411797
2021-08-06,1.31,-0.015037593984962405
2021-08-05,1.23,-0.06106870229007644
2021-08-04,1.19,-0.0325203252032521
2021-08-03,1.19,0.0
2021-08-02,1.2,0.008403361344537785
2021-07-30,1.24,0.03333333333333344
2021-07-29,1.28,0.032258064516129004
2021-07-28,1.26,-0.015625
2021-07-27,1.25,-0.007936507936507908
2021-07-26,1.29,0.03200000000000003
2021-07-23,1.3,0.007751937984496138
2021-07-22,1.27,-0.023076923076923106
2021-07-21,1.3,0.023622047244094446
2021-07-20,1.23,-0.05384615384615388
2021-07-19,1.19,-0.0325203252032521
2021-07-16,1.31,0.10084033613445387
2021-07-15,1.31,0.0
2021-07-14,1.37,0.04580152671755733
2021-07-13,1.42,0.03649635036496335
2021-07-12,1.38,-0.028169014084507116
2021-07-09,1.37,-0.007246376811594013
2021-07-08,1.3,-0.051094890510948954
2021-07-07,1.33,0.023076923076922995
2021-07-06,1.37,0.03007518796992481
2021-07-02,1.44,0.05109489051094873
2021-07-01,1.48,0.0277777777777779
2021-06-30,1.45,-0.020270270270270285
2021-06-29,1.49,0.02758620689655178
2021-06-28,1.49,0.0
2021-06-25,1.54,0.033557046979865834
2021-06-24,1.49,-0.032467532467532534
2021-06-23,1.5,0.006711409395973256
2021-06-22,1.48,-0.013333333333333308
2021-06-21,1.5,0.013513513513513598
2021-06-18,1.45,-0.033333333333333326
2021-06-17,1.52,0.048275862068965614
2021-06-16,1.57,0.03289473684210531
2021-06-15,1.51,-0.03821656050955413
2021-06-14,1.51,0.0
2021-06-11,1.47,-0.026490066225165587
2021-06-10,1.45,-0.013605442176870763
2021-06-09,1.5,0.034482758620689724
2021-06-08,1.53,0.020000000000000018
2021-06-07,1.57,0.026143790849673332
2021-06-04,1.56,-0.006369426751592355
2021-06-03,1.63,0.04487179487179471
2021-06-02,1.59,-0.024539877300613355
2021-06-01,1.62,0.018867924528301883
2021-05-28,1.58,-0.024691358024691357
2021-05-27,1.61,0.018987341772152
2021-05-26,1.58,-0.018633540372670843
2021-05-25,1.56,-0.012658227848101222
2021-05-24,1.61,0.03205128205128216
2021-05-21,1.63,0.012422360248447006
2021-05-20,1.63,0.0
2021-05-19,1.68,0.030674846625766916
2021-05-18,1.64,-0.023809523809523836
2021-05-17,1.64,0.0
2021-05-14,1.63,-0.0060975609756097615
2021-05-13,1.66,0.01840490797546024
2021-05-12,1.69,0.01807228915662651
2021-05-11,1.64,-0.029585798816568087
2021-05-10,1.63,-0.0060975609756097615
2021-05-07,1.6,-0.018404907975460016
2021-05-06,1.58,-0.012499999999999956
2021-05-05,1.59,0.006329113924050667
2021-05-04,1.61,0.012578616352201255
2021-05-03,1.63,0.012422360248447006
2021-04-30,1.65,0.012269938650306678
2021-04-29,1.65,0.0
2021-04-28,1.63,-0.012121212121212088
2021-04-27,1.63,0.0
2021-04-26,1.58,-0.030674846625766805
2021-04-23,1.58,0.0
2021-04-22,1.57,-0.006329113924050667
2021-04-21,1.57,0.0
2021-04-20,1.58,0.006369426751592355
2021-04-19,1.61,0.018987341772152
2021-04-16,1.59,-0.012422360248447228
2021-04-15,1.56,-0.018867924528301883
2021-04-14,1.64,0.0512820512820511
2021-04-13,1.64,0.0
2021-04-12,1.69,0.030487804878048808
2021-04-09,1.67,-0.01183431952662728
2021-04-08,1.64,-0.017964071856287456
2021-04-07,1.68,0.024390243902439046
2021-04-06,1.67,-0.005952380952380931
2021-04-05,1.73,0.03592814371257491
2021-04-02,1.72,-0.005780346820809301
2021-04-01,1.69,-0.01744186046511631
2021-03-31,1.74,0.029585798816567976
2021-03-30,1.73,-0.005747126436781658
2021-03-29,1.73,0.0
2021-03-26,1.67,-0.034682080924855474
2021-03-25,1.63,-0.02395209580838331
2021-03-24,1.62,-0.006134969325153228
2021-03-23,1.63,0.006172839506172645
2021-03-22,1.69,0.036809815950920255
2021-03-19,1.74,0.029585798816567976
2021-03-18,1.71,-0.017241379310344862
2021-03-17,1.63,-0.04678362573099415
2021-03-16,1.62,-0.006134969325153228
2021-03-15,1.62,0.0
2021-03-12,1.64,0.012345679012345512
2021-03-11,1.54,-0.060975609756097504
2021-03-10,1.53,-0.006493506493506551
2021-03-09,1.55,0.013071895424836555
2021-03-08,1.59,0.02580645161290329
2021-03-05,1.56,-0.018867924528301883
2021-03-04,1.54,-0.012820512820512886
2021-03-03,1.47,-0.045454545454545525
2021-03-02,1.42,-0.03401360544217691
2021-03-01,1.45,0.021126760563380254
2021-02-26,1.44,-0.006896551724137945
2021-02-25,1.54,0.06944444444444442
2021-02-24,1.38,-0.10389610389610393
2021-02-23,1.37,-0.007246376811594013
2021-02-22,1.37,0.0
2021-02-19,1.34,-0.021897810218978075
2021-02-18,1.29,-0.03731343283582089
2021-02-17,1.29,0.0
2021-02-16,1.3,0.007751937984496138
2021-02-12,1.2,-0.07692307692307698
2021-02-11,1.16,-0.033333333333333326
2021-02-10,1.15,-0.008620689655172376
2021-02-09,1.18,0.026086956521739202
2021-02-08,1.19,0.008474576271186418
2021-02-05,1.19,0.0
2021-02-04,1.15,-0.03361344537815125
2021-02-03,1.15,0.0
2021-02-02,1.12,-0.02608695652173898
2021-02-01,1.09,-0.0267857142857143
2021-01-29,1.11,0.01834862385321112
2021-01-28,1.07,-0.03603603603603611
2021-01-27,1.04,-0.028037383177570097
2021-01-26,1.05,0.009615384615384581
2021-01-25,1.05,0.0
2021-01-22,1.1,0.04761904761904767
2021-01-21,1.12,0.0181818181818183
2021-01-20,1.1,-0.017857142857142905
2021-01-19,1.1,0.0
2021-01-15,1.11,0.009090909090909038
2021-01-14,1.15,0.03603603603603589
2021-01-13,1.1,-0.04347826086956508
2021-01-12,1.15,0.04545454545454519
2021-01-11,1.15,0.0
2021-01-08,1.13,-0.017391304347826098
2021-01-07,1.08,-0.044247787610619316
2021-01-06,1.04,-0.03703703703703709
2021-01-05,0.96,-0.07692307692307698
2021-01-04,0.93,-0.03124999999999989
2020-12-31,0.93,0.0
2020-12-30,0.93,0.0
2020-12-29,0.94,0.010752688172043001
2020-12-28,0.94,0.0
2020-12-24,0.94,0.0
2020-12-23,0.96,0.02127659574468077
2020-12-22,0.93,-0.03124999999999989
2020-12-21,0.95,0.021505376344086002
2020-12-18,0.95,0.0
2020-12-17,0.94,-0.010526315789473717
2020-12-16,0.92,-0.02127659574468077
2020-12-15,0.92,0.0
2020-12-14,0.9,-0.021739130434782594
2020-12-11,0.9,0.0
2020-12-10,0.92,0.022222222222222143
2020-12-09,0.95,0.032608695652173836
2020-12-08,0.92,-0.03157894736842093
2020-12-07,0.94,0.021739130434782483
2020-12-04,0.97,0.03191489361702127
2020-12-03,0.92,-0.05154639175257725
2020-12-02,0.95,0.032608695652173836
2020-12-01,0.92,-0.03157894736842093
2020-11-30,0.84,-0.08695652173913049
2020-11-27,0.84,0.0
2020-11-25,0.88,0.04761904761904767
2020-11-24,0.88,0.0
2020-11-23,0.86,-0.022727272727272707
2020-11-20,0.83,-0.03488372093023262
2020-11-19,0.86,0.03614457831325302
2020-11-18,0.88,0.023255813953488413
2020-11-17,0.87,-0.011363636363636354
2020-11-16,0.91,0.04597701149425282
2020-11-13,0.89,-0.02197802197802201
2020-11-12,0.88,-0.011235955056179803
2020-11-10,0.98,0.11363636363636354
2020-11-09,0.96,-0.020408163265306145
2020-11-06,0.83,-0.13541666666666663
2020-11-05,0.79,-0.04819277108433728
2020-11-04,0.78,-0.012658227848101222
2020-11-03,0.9,0.15384615384615374
2020-11-02,0.87,-0.033333333333333326
2020-10-30,0.88,0.011494252873563315
2020-10-29,0.85,-0.03409090909090917
2020-10-28,0.79,-0.07058823529411762
2020-10-27,0.79,0.0
2020-10-26,0.81,0.025316455696202445
2020-10-23,0.85,0.04938271604938271
2020-10-22,0.87,0.0235294117647058
2020-10-21,0.83,-0.04597701149425293
2020-10-20,0.81,-0.02409638554216853
2020-10-19,0.78,-0.03703703703703709
2020-10-16,0.76,-0.02564102564102566
2020-10-15,0.74,-0.02631578947368418
2020-10-14,0.73,-0.013513513513513487
2020-10-13,0.74,0.013698630136986356
2020-10-09,0.79,0.06756756756756754
2020-10-08,0.78,-0.012658227848101222
2020-10-07,0.81,0.03846153846153855
2020-10-06,0.76,-0.06172839506172845
2020-10-05,0.78,0.026315789473684292
2020-10-02,0.7,-0.10256410256410264
2020-10-01,0.68,-0.02857142857142847
2020-09-30,0.69,0.014705882352941124
2020-09-29,0.66,-0.04347826086956508
2020-09-28,0.67,0.015151515151515138
2020-09-25,0.66,-0.014925373134328401
2020-09-24,0.67,0.015151515151515138
2020-09-23,0.68,0.014925373134328401
2020-09-22,0.68,0.0
2020-09-21,0.68,0.0
2020-09-18,0.7,0.02941176470588225
2020-09-17,0.69,-0.014285714285714346
2020-09-16,0.69,0.0
2020-09-15,0.68,-0.014492753623188248
2020-09-14,0.68,0.0
2020-09-11,0.67,-0.014705882352941235
2020-09-10,0.68,0.014925373134328401
2020-09-09,0.71,0.04411764705882337
2020-09-08,0.69,-0.028169014084507116
2020-09-04,0.72,0.04347826086956519
2020-09-03,0.63,-0.125
2020-09-02,0.66,0.04761904761904767
2020-09-01,0.68,0.030303030303030276
2020-08-31,0.72,0.0588235294117645
2020-08-28,0.74,0.0277777777777779
2020-08-27,0.74,0.0
2020-08-26,0.69,-0.06756756756756765
2020-08-25,0.69,0.0
2020-08-24,0.65,-0.05797101449275355
2020-08-21,0.64,-0.015384615384615441
2020-08-20,0.65,0.015625
2020-08-19,0.68,0.04615384615384621
2020-08-18,0.67,-0.014705882352941235
2020-08-17,0.69,0.02985074626865658
2020-08-14,0.71,0.02898550724637694
2020-08-13,0.71,0.0
2020-08-12,0.69,-0.028169014084507116
2020-08-11,0.64,-0.0724637681159419
2020-08-10,0.59,-0.07812500000000011
2020-08-07,0.57,-0.03389830508474578
2020-08-06,0.55,-0.0350877192982455
2020-08-05,0.55,0.0
2020-08-04,0.52,-0.054545454545454564
2020-08-03,0.56,0.0769230769230771
2020-07-31,0.55,-0.017857142857142905
2020-07-30,0.55,0.0
2020-07-29,0.58,0.05454545454545445
2020-07-28,0.59,0.01724137931034475
2020-07-27,0.62,0.05084745762711873
2020-07-24,0.59,-0.048387096774193616
2020-07-23,0.59,0.0
2020-07-22,0.6,0.016949152542372836
2020-07-21,0.61,0.016666666666666607
2020-07-20,0.62,0.016393442622950838
2020-07-17,0.64,0.032258064516129004
2020-07-16,0.62,-0.03125
2020-07-15,0.64,0.032258064516129004
2020-07-14,0.63,-0.015625
2020-07-13,0.64,0.015873015873015817
2020-07-10,0.65,0.015625
2020-07-09,0.62,-0.04615384615384621
2020-07-08,0.67,0.08064516129032273
2020-07-07,0.65,-0.02985074626865669
2020-07-06,0.69,0.06153846153846132
2020-07-02,0.68,-0.014492753623188248
2020-07-01,0.69,0.014705882352941124
2020-06-30,0.66,-0.04347826086956508
2020-06-29,0.64,-0.030303030303030276
2020-06-26,0.64,0.0
