date,close_price,pct_change
2021-05-12,122.77,-0.02493844809784762
2021-05-13,124.97,0.01791968722000492
2021-05-14,127.45,0.019844762743058464
2021-05-17,126.27,-0.009258532757944304
2021-05-18,124.85,-0.011245743248594287
2021-05-19,124.69,-0.0012815378454145154
2021-05-20,127.31,0.021012110032881504
2021-05-21,125.43,-0.014767103919566371
2021-05-24,127.1,0.013314199154907058
2021-05-25,126.9,-0.0015735641227379027
2021-05-26,126.85,-0.00039401103230896073
2021-05-27,125.28,-0.012376823019314087
2021-05-28,124.61,-0.00534802043422733
2021-06-01,124.28,-0.002648262579247218
2021-06-02,125.06,0.006276150627614996
2021-06-03,123.54,-0.012154166000319822
2021-06-04,125.89,0.01902217905131942
2021-06-07,125.9,7.943442688063129e-05
2021-06-08,126.74,0.006671961874503474
2021-06-09,127.13,0.003077165851349317
2021-06-10,126.11,-0.008023283253362656
2021-06-11,127.35,0.009832685750535308
2021-06-14,130.48,0.024577934825284586
2021-06-15,129.64,-0.006437768240343367
2021-06-16,130.15,0.003933970996606195
2021-06-17,131.79,0.012600845178639908
2021-06-18,130.46,-0.010091812732377137
2021-06-21,132.3,0.014103939904951845
2021-06-22,133.98,0.012698412698412431
2021-06-23,133.7,-0.002089864158829724
2021-06-24,133.41,-0.002169035153328336
2021-06-25,133.11,-0.0022487069934786774
2021-06-28,134.78,0.012546014574412068
2021-06-29,136.33,0.011500222584953423
2021-06-30,136.96,0.004621139881170633
2021-07-01,137.27,0.0022634345794392274
2021-07-02,139.96,0.019596415822831004
2021-07-06,142.02,0.014718490997427836
2021-07-07,144.57,0.0179552175749893
2021-07-08,143.24,-0.00919969564916634
2021-07-09,145.11,0.013055012566322244
2021-07-12,144.5,-0.004203707532216994
2021-07-13,145.64,0.007889273356401327
2021-07-14,149.15,0.02410052183466105
2021-07-15,148.48,-0.00449212202480731
2021-07-16,146.39,-0.014075969827586188
2021-07-19,142.45,-0.02691440672177059
2021-07-20,146.15,0.025974025974026205
2021-07-21,145.4,-0.0051317139924734745
2021-07-22,146.8,0.009628610729023324
2021-07-23,148.56,0.011989100817438647
2021-07-26,148.99,0.002894453419493903
2021-07-27,146.77,-0.014900328881132907
2021-07-28,144.98,-0.012195952851400294
2021-07-29,145.64,0.004552352048558417
2021-07-30,145.86,0.0015105740181271532
2021-08-02,145.52,-0.002331002331002363
2021-08-03,147.36,0.01264431006047273
2021-08-04,146.95,-0.0027823018458199567
2021-08-05,147.06,0.0007485539299081356
2021-08-06,146.14,-0.00625594995240053
2021-08-09,146.09,-0.0003421376762008377
2021-08-10,145.6,-0.0033540967896502627
2021-08-11,145.86,0.0017857142857145014
2021-08-12,148.89,0.020773344302755792
2021-08-13,149.1,0.0014104372355430161
2021-08-16,151.12,0.013547954393024808
2021-08-17,150.19,-0.0061540497617788015
2021-08-18,146.36,-0.025501032026100212
2021-08-19,146.7,0.0023230390817161606
2021-08-20,148.19,0.010156782549420651
2021-08-23,149.71,0.010257102368580906
2021-08-24,149.62,-0.0006011622470109002
2021-08-25,148.36,-0.00842133404625045
2021-08-26,147.54,-0.005527096252359254
2021-08-27,148.6,0.00718449234106
2021-08-30,153.12,0.03041722745625841
2021-08-31,151.83,-0.0084247648902821
2021-09-01,152.51,0.004478693275373535
2021-09-02,153.65,0.007474919677398217
2021-09-03,154.3,0.004230393752033823
2021-09-07,156.69,0.01548930654569003
2021-09-08,155.11,-0.010083604569532056
2021-09-09,154.07,-0.006704919089678407
2021-09-10,148.97,-0.033101836827416076
2021-09-13,149.55,0.0038934013559777103
2021-09-14,148.12,-0.009562019391507914
2021-09-15,149.03,0.0061436672967862815
2021-09-16,148.79,-0.0016104140106019127
2021-09-17,146.06,-0.018348007258552235
2021-09-20,142.94,-0.02136108448582774
2021-09-21,143.43,0.003428011753183302
2021-09-22,145.85,0.016872341908944932
2021-09-23,146.83,0.006719232087761595
2021-09-24,146.92,0.0006129537560441989
2021-09-27,145.37,-0.010549959161448297
2021-09-28,141.91,-0.023801334525693107
2021-09-29,142.83,0.006482982171799101
2021-09-30,141.5,-0.009311769236154954
2021-10-01,142.65,0.008127208480565473
2021-10-04,139.14,-0.02460567823343862
2021-10-05,141.11,0.01415840160988946
2021-10-06,142.0,0.006307136276663572
2021-10-07,143.29,0.009084507042253387
2021-10-08,142.9,-0.00272175308814282
2021-10-11,142.81,-0.0006298110566830273
2021-10-12,141.51,-0.009103003991317249
2021-10-13,140.91,-0.004239983040067785
